Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,AvgMonthlySpend,NumServices,StreamingBundleCount,PhoneBundleCount,HasInternet,Is_Electronic_Check,Churn Value
No,Yes,No,35,Yes,Yes,DSL,No,Yes,No,Yes,One year,Yes,Electronic check,69.0,2441.7,69.76285714285714,5,1,2,1,1,0
No,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.05,811.65,90.18333333333334,4,2,1,1,1,0
No,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,1836.9,25.871830985915494,2,0,2,0,0,0
No,No,No,58,Yes,No,DSL,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),70.1,4048.95,69.80948275862069,5,1,1,1,0,0
No,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,73.15,1305.95,72.55277777777778,2,0,2,1,1,0
No,No,No,20,Yes,Yes,DSL,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),68.9,1370.35,68.5175,5,1,2,1,0,0
No,Yes,Yes,16,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.95,1267.95,79.246875,3,0,2,1,0,0
No,No,No,4,Yes,No,DSL,No,No,No,No,Month-to-month,No,Mailed check,45.65,191.05,47.7625,1,0,1,1,0,1
No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.1,552.95,78.99285714285715,2,0,2,1,0,1
No,Yes,No,68,Yes,No,DSL,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),70.95,4741.45,69.72720588235293,5,1,1,1,0,0
Yes,No,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,94.1,1782.4,89.12,5,1,2,1,1,1
No,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,No,Electronic check,95.4,293.15,97.71666666666665,4,2,1,1,1,0
No,Yes,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.2,987.95,25.33205128205128,2,0,2,0,0,0
No,Yes,Yes,17,Yes,Yes,DSL,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),70.35,1201.65,70.68529411764706,5,1,2,1,0,0
No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,33.2,16.6,1,0,1,0,0,1
No,No,No,32,Yes,No,DSL,No,No,No,No,One year,Yes,Bank transfer (automatic),64.85,2010.95,62.8421875,3,2,1,1,0,0
No,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,85.2,1553.9,86.32777777777778,3,1,2,1,1,1
No,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.8,1229.1,23.63653846153846,2,0,2,0,0,0
No,No,No,3,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,80.5,232.35,77.45,2,1,1,1,1,0
No,Yes,Yes,24,Yes,Yes,DSL,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),81.0,1923.85,80.16041666666666,6,2,2,1,0,0
No,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,808.95,20.223750000000003,1,0,1,0,0,0
No,No,No,25,Yes,No,Fiber optic,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),74.3,1952.25,78.09,2,0,1,1,0,0
No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,61.35,20.45,1,0,1,0,0,0
No,No,No,61,Yes,Yes,DSL,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.65,5321.25,87.23360655737704,7,2,2,1,0,0
No,Yes,No,63,Yes,Yes,DSL,Yes,Yes,No,No,One year,Yes,Credit card (automatic),79.7,4786.15,75.97063492063492,6,2,2,1,0,0
No,No,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,No,Electronic check,100.85,819.55,102.44375,5,2,2,1,1,1
No,No,No,29,No,No phone service,DSL,No,Yes,No,Yes,Month-to-month,No,Electronic check,34.3,1004.75,34.64655172413793,2,0,0,1,1,0
No,No,No,22,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.0,1993.8,90.62727272727273,4,1,2,1,1,1
No,No,No,29,Yes,No,DSL,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),75.35,2243.9,77.37586206896552,5,2,1,1,0,0
No,No,No,1,Yes,No,DSL,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,75.5,75.5,75.5,5,2,1,1,1,0
No,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Mailed check,78.85,1600.25,72.73863636363636,3,0,2,1,0,0
No,No,Yes,5,Yes,No,DSL,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),48.65,235.2,47.04,2,0,1,1,0,0
Yes,Yes,No,27,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,70.55,1943.9,71.9962962962963,1,0,1,1,1,0
No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.75,69.75,69.75,1,0,1,1,0,1
No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,296.15,18.509375,1,0,1,0,0,0
Yes,No,No,34,Yes,No,Fiber optic,No,Yes,Yes,No,One year,Yes,Electronic check,99.85,3343.15,98.32794117647059,5,2,1,1,1,0
No,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.5,1281.25,25.122549019607842,2,0,2,0,0,0
Yes,No,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),81.1,2619.25,81.8515625,3,0,2,1,0,0
No,Yes,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.85,1267.05,19.493076923076924,1,0,1,0,0,0
No,No,No,62,No,No phone service,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),43.7,2618.3,42.230645161290326,4,0,0,1,0,0
No,Yes,No,56,Yes,No,Fiber optic,No,No,No,No,One year,Yes,Electronic check,80.9,4557.5,81.38392857142857,2,1,1,1,1,0
Yes,No,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,78.95,1101.85,78.70357142857142,3,0,2,1,1,1
No,No,Yes,7,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,No,Mailed check,95.0,655.5,93.64285714285714,4,2,2,1,0,1
No,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),99.25,3777.15,99.39868421052631,5,2,2,1,0,1
No,No,No,46,Yes,No,DSL,No,No,No,No,One year,No,Credit card (automatic),55.65,2688.85,58.45326086956521,2,1,1,1,0,0
No,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.5,413.0,20.65,1,0,1,0,0,0
No,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,100.35,1358.85,104.52692307692307,5,2,2,1,1,1
No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.0,61.7,20.566666666666666,1,0,1,0,0,0
No,Yes,Yes,51,No,No phone service,DSL,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),34.2,1782.0,34.94117647058823,2,0,0,1,0,0
No,No,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,Month-to-month,No,Electronic check,100.2,198.5,99.25,5,2,1,1,1,0
No,Yes,Yes,50,Yes,Yes,DSL,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),80.05,4042.2,80.844,7,1,2,1,0,0
No,No,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),89.3,4016.85,89.26333333333334,4,1,2,1,0,1
No,Yes,No,5,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.75,470.95,94.19,3,1,1,1,1,1
Yes,No,No,2,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,44.7,93.7,46.85,1,0,1,1,1,1
No,No,No,4,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,55.9,238.5,59.625,2,1,1,1,1,0
No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.5,31.55,15.775,1,0,1,0,0,1
No,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.5,1035.7,19.17962962962963,1,0,1,0,0,0
No,No,Yes,2,Yes,No,DSL,No,Yes,No,No,Month-to-month,No,Mailed check,51.55,106.2,53.1,2,0,1,1,0,0
No,No,No,12,No,No phone service,DSL,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),50.95,605.75,50.479166666666664,4,1,0,1,0,0
No,Yes,Yes,62,Yes,No,Fiber optic,Yes,Yes,No,No,One year,Yes,Credit card (automatic),81.45,4983.05,80.37177419354839,3,0,1,1,0,0
No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.75,19.75,19.75,1,0,1,0,0,0
No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),110.65,8065.65,112.02291666666666,7,2,2,1,0,0
No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.7,342.4,21.4,1,0,1,0,0,1
No,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.0,8175.9,115.15352112676055,8,2,2,1,0,0
No,No,No,31,Yes,Yes,DSL,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),65.25,1994.3,64.33225806451613,5,0,2,1,0,1
Yes,Yes,No,58,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),100.4,5749.8,99.13448275862069,5,2,2,1,0,0
Yes,Yes,No,1,No,No phone service,DSL,No,No,No,No,Month-to-month,No,Electronic check,25.05,25.05,25.05,0,0,0,1,1,1
No,No,No,16,Yes,Yes,DSL,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),65.2,1043.35,65.209375,4,1,2,1,0,1
No,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),113.15,7953.25,112.01760563380282,7,2,2,1,0,0
No,No,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Two year,No,Electronic check,105.55,5682.25,107.2122641509434,6,2,2,1,1,0
No,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,No,No,Month-to-month,No,Mailed check,84.25,3847.6,83.64347826086956,4,0,2,1,0,0
No,No,No,67,Yes,No,DSL,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),65.55,4361.55,65.09776119402986,4,1,1,1,0,0
No,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,79.95,857.2,85.72,2,1,1,1,1,1
No,Yes,No,65,Yes,No,DSL,No,No,No,Yes,Two year,Yes,Credit card (automatic),59.8,3808.2,58.58769230769231,3,1,1,1,0,0
No,Yes,Yes,8,Yes,No,DSL,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.65,369.15,46.14375,1,0,1,1,0,0
No,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,83.05,1799.3,81.78636363636363,3,1,2,1,1,0
No,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),109.4,6252.7,109.69649122807017,7,2,2,1,0,0
No,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),76.5,1155.6,77.03999999999999,6,2,1,1,0,0
No,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,104.2,1743.5,102.55882352941177,6,2,2,1,1,1
No,No,No,21,Yes,No,DSL,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),65.35,1424.4,67.82857142857144,4,1,1,1,0,0
Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,75.35,75.35,75.35,2,0,2,1,1,1
No,Yes,Yes,27,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,100.75,2793.55,103.46481481481482,6,1,2,1,1,0
No,Yes,Yes,27,Yes,No,Fiber optic,Yes,No,No,No,Month-to-month,No,Mailed check,74.4,1972.35,73.05,2,0,1,1,0,0
Yes,No,No,12,Yes,No,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,83.8,1029.75,85.8125,4,0,1,1,0,1
No,Yes,No,31,Yes,No,DSL,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),75.5,2424.45,78.20806451612903,6,1,1,1,0,0
Yes,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,No,Electronic check,72.75,317.75,79.4375,2,0,1,1,1,0
No,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),98.05,713.0,101.85714285714286,5,2,2,1,0,1
No,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),109.2,7878.3,109.42083333333333,7,2,2,1,0,0
No,Yes,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,1336.65,20.88515625,1,0,1,0,0,0
No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,20.05,20.05,1,0,1,0,0,0
No,No,No,25,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,69.75,1729.35,69.17399999999999,1,0,1,1,1,0
No,No,No,1,No,No phone service,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,35.45,35.45,35.45,1,1,0,1,1,1
No,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.75,624.15,19.5046875,1,0,1,0,0,0
No,No,No,6,Yes,No,DSL,No,No,No,No,Month-to-month,No,Electronic check,44.75,270.95,45.15833333333333,1,0,1,1,1,1
No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,20.9,20.9,1,0,1,0,0,0
No,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,85.8,2440.25,84.14655172413794,4,0,2,1,1,0
No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,84.6,84.6,84.6,3,1,2,1,1,0
No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.95,19.95,19.95,1,0,1,0,1,1
No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.45,232.1,17.853846153846153,1,0,1,0,0,0
No,Yes,Yes,67,No,No phone service,DSL,Yes,No,No,No,Two year,No,Credit card (automatic),50.9,3281.65,48.97985074626866,3,2,0,1,0,0
No,No,No,5,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Mailed check,80.1,398.55,79.71000000000001,2,1,1,1,0,0
No,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,90.2,1776.55,88.8275,3,2,1,1,1,1
No,No,No,30,Yes,No,DSL,Yes,Yes,No,Yes,One year,No,Electronic check,70.4,2044.75,68.15833333333333,5,1,1,1,1,0
No,No,No,40,No,No phone service,DSL,No,Yes,No,Yes,One year,No,Credit card (automatic),36.0,1382.9,34.572500000000005,2,0,0,1,0,0
Yes,Yes,Yes,48,No,No phone service,DSL,No,Yes,No,No,One year,No,Bank transfer (automatic),29.9,1388.75,28.932291666666668,1,0,0,1,0,0
Yes,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,90.05,2627.2,87.57333333333332,4,1,2,1,1,0
No,No,No,17,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,83.55,1329.15,78.18529411764706,3,1,1,1,1,0
Yes,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),95.5,6707.15,94.4669014084507,5,1,1,1,0,0
No,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,84.8,1203.9,85.99285714285715,3,1,2,1,1,0
No,No,No,30,Yes,Yes,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),100.4,2936.25,97.875,5,2,2,1,0,0
No,No,No,40,Yes,Yes,DSL,No,No,Yes,Yes,One year,Yes,Mailed check,80.75,3208.65,80.21625,6,2,2,1,0,0
No,Yes,No,45,Yes,Yes,DSL,No,Yes,Yes,No,One year,No,Credit card (automatic),78.75,3600.65,80.01444444444445,6,2,2,1,0,0
No,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,86.5,1808.7,86.12857142857143,3,1,2,1,1,1
Yes,No,No,48,Yes,Yes,Fiber optic,No,Yes,No,No,One year,Yes,Electronic check,99.0,4744.35,98.840625,5,2,2,1,1,0
No,No,No,30,Yes,No,Fiber optic,No,Yes,No,No,One year,Yes,Bank transfer (automatic),97.0,3021.3,100.71000000000001,4,2,1,1,0,0
No,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,830.25,20.75625,1,0,1,0,0,0
No,No,No,8,Yes,Yes,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),103.35,847.3,105.9125,6,2,2,1,0,1
No,No,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,101.4,4528.0,105.30232558139535,5,2,2,1,1,1
No,Yes,Yes,52,Yes,No,Fiber optic,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),85.8,4433.3,85.25576923076923,4,0,1,1,0,0
No,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),116.2,7752.3,115.70597014925373,8,2,2,1,0,1
No,Yes,Yes,61,Yes,No,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),68.05,4158.25,68.16803278688525,5,0,1,1,0,0
No,Yes,Yes,42,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,92.15,3875.4,92.27142857142857,4,2,1,1,1,0
No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),90.35,6563.4,91.15833333333333,5,0,2,1,0,0
No,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),90.9,1259.0,89.92857142857143,4,1,2,1,0,1
Yes,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,88.95,2291.2,91.648,4,1,2,1,1,1
No,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.15,515.75,19.83653846153846,1,0,1,0,0,0
No,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,No,Credit card (automatic),74.45,221.1,73.7,2,0,1,1,0,0
No,Yes,No,51,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Mailed check,69.15,3649.6,71.56078431372549,1,0,1,1,0,0
No,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,One year,No,Credit card (automatic),95.75,6511.25,94.3659420289855,5,1,2,1,0,0
No,No,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),110.05,7430.75,107.69202898550725,7,2,2,1,0,0
No,No,No,15,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,No,Electronic check,85.3,1219.85,81.32333333333332,3,1,1,1,1,0
No,Yes,Yes,44,Yes,Yes,Fiber optic,No,Yes,Yes,No,One year,No,Electronic check,94.4,4295.35,97.62159090909091,5,1,2,1,1,0
Yes,No,No,56,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,101.05,5594.0,99.89285714285714,5,2,2,1,1,0
No,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,19.65,19.65,1,0,1,0,0,0
No,Yes,No,65,Yes,Yes,DSL,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.2,5324.5,81.91538461538461,7,2,2,1,0,0
No,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.0,233.55,19.462500000000002,1,0,1,0,0,1
Yes,Yes,No,1,No,No phone service,DSL,No,Yes,No,No,Month-to-month,No,Electronic check,40.2,40.2,40.2,2,1,0,1,1,1
No,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.95,1288.0,25.254901960784313,2,0,2,0,0,0
Yes,No,No,54,Yes,Yes,DSL,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),82.45,4350.1,80.55740740740741,7,2,2,1,0,1
No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Mailed check,71.1,71.1,71.1,1,0,1,1,0,0
Yes,No,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),83.85,2716.3,82.31212121212121,4,0,2,1,0,1
No,Yes,No,40,Yes,No,DSL,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.15,2058.5,51.4625,2,0,1,1,0,0
No,No,Yes,25,No,No phone service,DSL,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),35.05,844.45,33.778,2,0,0,1,0,0
No,Yes,No,1,Yes,No,DSL,No,No,No,No,Month-to-month,No,Credit card (automatic),44.7,44.7,44.7,1,0,1,1,0,1
No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,81.1,81.1,81.1,2,1,1,1,1,1
No,No,Yes,25,Yes,No,DSL,No,Yes,No,Yes,One year,Yes,Credit card (automatic),54.75,1266.35,50.653999999999996,3,0,1,1,0,0
No,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),94.7,2362.1,94.484,4,2,2,1,0,1
No,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,No,Mailed check,74.15,1387.0,77.05555555555556,2,0,2,1,0,0
No,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,No,Electronic check,78.45,330.05,82.5125,3,0,2,1,1,1
No,Yes,No,22,Yes,No,DSL,No,Yes,No,No,One year,Yes,Bank transfer (automatic),69.5,1498.2,68.10000000000001,4,2,1,1,0,1
No,No,No,3,No,No phone service,DSL,No,No,No,No,Month-to-month,No,Electronic check,25.1,79.8,26.599999999999998,0,0,0,1,1,0
No,Yes,No,47,Yes,No,DSL,Yes,No,Yes,No,One year,Yes,Credit card (automatic),66.05,3021.45,64.28617021276595,4,1,1,1,0,0
No,Yes,No,30,Yes,No,DSL,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),80.8,2369.3,78.97666666666667,6,2,1,1,0,0
No,No,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,Month-to-month,No,Electronic check,98.55,1008.55,100.85499999999999,5,2,2,1,1,1
No,Yes,Yes,64,Yes,Yes,Fiber optic,No,No,Yes,No,One year,No,Credit card (automatic),90.25,5629.15,87.95546875,4,1,2,1,0,0
Yes,No,No,20,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Credit card (automatic),71.3,1389.2,69.46000000000001,1,0,1,1,0,1
No,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.25,19.25,19.25,1,0,1,0,0,1
No,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.25,855.1,17.814583333333335,1,0,1,0,0,0
No,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.95,1322.85,18.372916666666665,1,0,1,0,0,0
No,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),111.95,8033.1,111.57083333333334,7,2,1,1,0,0
No,No,Yes,64,Yes,No,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),99.15,6171.2,96.425,5,2,1,1,0,0
No,Yes,Yes,44,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),92.95,4122.9,93.70227272727271,4,2,1,1,0,0
Yes,Yes,No,27,No,No phone service,DSL,Yes,No,No,No,Month-to-month,No,Credit card (automatic),30.75,805.1,29.81851851851852,1,0,0,1,0,1
No,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.35,6944.5,99.20714285714286,6,1,2,1,0,0
No,Yes,Yes,9,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,75.85,647.5,71.94444444444444,2,0,1,1,1,0
No,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.05,741.5,19.513157894736842,1,0,1,0,0,0
No,No,No,17,Yes,No,Fiber optic,Yes,No,No,No,Month-to-month,No,Electronic check,93.85,1625.65,95.62647058823529,4,2,1,1,1,1
No,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,1149.65,21.289814814814818,1,0,1,0,0,0
No,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.0,1753.0,24.690140845070424,2,0,2,0,0,0
No,Yes,No,42,Yes,Yes,DSL,Yes,No,No,No,One year,No,Credit card (automatic),56.1,2386.85,56.8297619047619,3,0,2,1,0,0
No,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),106.65,5168.1,105.47142857142858,6,2,2,1,0,0
No,No,Yes,21,No,No phone service,DSL,Yes,Yes,Yes,Yes,Two year,No,Mailed check,53.15,1183.2,56.34285714285714,5,1,0,1,0,0
